pH,Redox,Leit,Trueb,Cl,Cl_2,EVENT
8.34,765,192,0.021,0.16,0.116,FALSE
8.34,765,192,0.021,0.16,0.116,FALSE
8.34,765,192,0.021,0.16,0.116,FALSE
8.34,765,192,0.021,0.16,0.117,FALSE
8.34,765,192,0.021,0.16,0.116,FALSE
8.34,765,192,0.021,0.17,0.117,FALSE
8.34,765,192,0.021,0.16,0.116,FALSE
8.34,765,192,0.021,0.16,0.117,FALSE
8.34,765,192,0.021,0.17,0.117,FALSE
8.34,766,192,0.022,0.17,0.118,FALSE
8.34,765,192,0.021,0.17,0.117,FALSE
8.34,766,192,0.021,0.17,0.118,FALSE
8.34,765,192,0.02,0.17,0.118,FALSE
8.34,765,192,0.02,0.17,0.117,FALSE
8.34,765,192,0.02,0.17,0.118,FALSE
8.33,765,192,0.02,0.17,0.117,FALSE
8.34,765,192,0.02,0.17,0.117,FALSE
8.34,765,192,0.02,0.17,0.118,FALSE
8.33,765,192,0.02,0.17,0.118,FALSE
8.33,765,192,0.02,0.17,0.118,FALSE
8.33,765,192,0.02,0.17,0.118,FALSE
8.32,766,192,0.02,0.17,0.118,FALSE
8.32,766,192,0.02,0.17,0.118,FALSE
8.32,766,192,0.02,0.17,0.118,FALSE
8.32,766,192,0.02,0.17,0.118,FALSE
8.32,766,192,0.02,0.17,0.117,FALSE
8.32,766,192,0.019,0.17,0.118,FALSE
8.32,765,192,0.023,0.17,0.118,FALSE
8.32,766,192,0.02,0.17,0.118,FALSE
8.32,766,192,0.019,0.16,0.118,FALSE
8.32,766,192,0.019,0.17,0.118,FALSE
8.32,766,192,0.02,0.16,0.118,FALSE
8.32,766,192,0.02,0.16,0.118,FALSE
8.31,766,192,0.019,0.16,0.117,FALSE
8.31,766,192,0.019,0.16,0.118,FALSE
8.31,766,192,0.019,0.16,0.118,FALSE
8.31,766,192,0.019,0.16,0.117,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.02,0.16,0.118,FALSE
8.3,765,192,0.019,0.16,0.118,FALSE
8.31,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.02,0.16,0.118,FALSE
8.3,766,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.29,766,192,0.019,0.16,0.118,FALSE
8.29,766,192,0.018,0.17,0.118,FALSE
8.29,766,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.02,0.16,0.118,FALSE
8.29,766,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.019,0.17,0.118,FALSE
8.3,767,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.019,0.17,0.118,FALSE
8.3,766,192,0.019,0.17,0.118,FALSE
8.31,766,192,0.019,0.16,0.118,FALSE
8.31,766,192,0.02,0.16,0.118,FALSE
8.31,766,192,0.019,0.16,0.118,FALSE
8.31,766,192,0.019,0.16,0.118,FALSE
8.31,765,196,0.02,0.16,0.118,FALSE
8.32,766,192,0.02,0.16,0.118,FALSE
8.32,766,192,0.02,0.16,0.118,FALSE
8.31,765,192,0.02,0.16,0.118,FALSE
8.31,766,196,0.02,0.16,0.118,FALSE
8.32,766,192,0.019,0.16,0.118,FALSE
8.31,766,192,0.02,0.16,0.118,FALSE
8.31,766,196,0.019,0.16,0.118,FALSE
8.3,766,192,0.019,0.16,0.117,FALSE
8.31,766,192,0.019,0.16,0.118,FALSE
8.3,766,192,0.019,0.16,0.118,FALSE
8.3,766,196,0.019,0.16,0.118,FALSE
8.3,766,196,0.019,0.16,0.118,FALSE
8.3,767,196,0.019,0.16,0.118,FALSE
8.3,766,196,0.019,0.16,0.118,FALSE
8.3,766,196,0.02,0.16,0.118,FALSE
8.3,767,196,0.019,0.16,0.118,FALSE
8.3,767,196,0.02,0.16,0.118,FALSE
8.29,766,196,0.019,0.16,0.118,FALSE
8.29,766,195,0.019,0.16,0.118,FALSE
8.29,766,196,0.019,0.16,0.118,FALSE
8.29,767,196,0.019,0.16,0.118,FALSE
8.28,767,196,0.019,0.16,0.118,FALSE
8.29,767,196,0.019,0.16,0.118,FALSE
8.29,767,196,0.019,0.16,0.12,FALSE
8.28,767,196,0.019,0.17,0.118,FALSE
8.29,767,196,0.019,0.16,0.118,FALSE
8.29,767,196,0.019,0.16,0.118,FALSE
8.3,766,196,0.019,0.17,0.12,FALSE
8.3,767,196,0.019,0.17,0.118,FALSE
8.3,767,196,0.019,0.17,0.118,FALSE
8.3,767,196,0.023,0.17,0.118,FALSE
8.3,766,196,0.019,0.17,0.118,FALSE
8.3,767,196,0.019,0.17,0.118,FALSE
8.3,766,196,0.02,0.17,0.118,FALSE
8.3,767,196,0.019,0.17,0.118,FALSE
8.3,766,196,0.019,0.16,0.118,FALSE
8.3,766,196,0.019,0.16,0.118,FALSE
8.3,766,196,0.019,0.16,0.118,FALSE
8.31,766,196,0.019,0.16,0.118,FALSE
8.31,766,196,0.019,0.16,0.118,FALSE
8.32,766,196,0.019,0.16,0.117,FALSE
8.32,766,196,0.019,0.16,0.118,FALSE
8.32,766,196,0.019,0.16,0.118,FALSE
8.32,766,196,0.019,0.16,0.117,FALSE
8.32,766,196,0.019,0.16,0.117,FALSE
8.32,766,196,0.019,0.16,0.117,FALSE
8.32,766,196,0.019,0.16,0.117,FALSE
8.32,766,196,0.02,0.16,0.118,FALSE
8.32,766,196,0.02,0.16,0.118,FALSE
8.32,766,196,0.02,0.15,0.118,FALSE
8.32,766,196,0.02,0.15,0.118,FALSE
8.32,766,196,0.02,0.16,0.118,FALSE
8.32,766,196,0.02,0.16,0.117,FALSE
8.32,766,196,0.02,0.16,0.117,FALSE
8.33,766,196,0.02,0.16,0.118,FALSE
8.33,766,196,0.019,0.16,0.118,FALSE
8.32,766,196,0.02,0.16,0.118,FALSE
8.32,766,196,0.02,0.16,0.118,FALSE
8.32,766,196,0.02,0.16,0.118,FALSE
8.32,766,196,0.02,0.16,0.118,FALSE
8.33,766,196,0.019,0.16,0.118,FALSE
8.33,766,196,0.02,0.16,0.118,FALSE
8.34,766,196,0.02,0.16,0.118,FALSE
8.33,766,196,0.02,0.16,0.117,FALSE
8.34,766,196,0.02,0.16,0.118,FALSE
8.34,766,196,0.02,0.16,0.118,FALSE
8.34,766,196,0.019,0.16,0.117,FALSE
8.34,766,196,0.02,0.16,0.117,FALSE
8.34,765,196,0.02,0.16,0.117,FALSE
8.36,766,196,0.02,0.16,0.117,FALSE
8.36,766,196,0.02,0.16,0.116,FALSE
8.36,766,196,0.02,0.16,0.117,FALSE
8.36,766,196,0.02,0.16,0.116,FALSE
8.36,766,196,0.02,0.16,0.116,FALSE
8.36,765,196,0.02,0.16,0.116,FALSE
8.36,765,196,0.02,0.16,0.116,FALSE
8.36,766,196,0.02,0.16,0.114,FALSE
8.36,765,196,0.02,0.16,0.114,FALSE
8.36,765,195,0.02,0.16,0.114,FALSE
8.36,766,196,0.02,0.15,0.114,FALSE
8.36,766,196,0.02,0.15,0.114,FALSE
8.36,766,196,0.02,0.15,0.114,FALSE
8.36,766,196,0.02,0.15,0.114,FALSE
8.36,765,196,0.02,0.15,0.114,FALSE
8.36,766,196,0.019,0.15,0.114,FALSE
8.36,765,196,0.02,0.15,0.114,FALSE
8.36,765,196,0.019,0.15,0.114,FALSE
8.36,765,196,0.019,0.15,0.114,FALSE
8.36,765,196,0.02,0.15,0.114,FALSE
8.37,766,196,0.02,0.15,0.114,FALSE
8.36,765,196,0.019,0.15,0.114,FALSE
8.36,766,196,0.019,0.15,0.114,FALSE
8.36,766,196,0.02,0.15,0.114,FALSE
8.36,766,196,0.02,0.15,0.114,FALSE
8.36,765,196,0.02,0.15,0.114,FALSE
8.36,765,196,0.02,0.15,0.116,FALSE
8.36,766,196,0.02,0.15,0.116,FALSE
8.37,766,196,0.02,0.15,0.116,FALSE
8.37,766,196,0.02,0.15,0.114,FALSE
8.36,766,196,0.042,0.15,0.116,FALSE
8.36,766,196,0.02,0.15,0.116,FALSE
8.36,766,196,0.02,0.15,0.116,FALSE
8.37,765,196,0.019,0.15,0.116,FALSE
8.37,765,196,0.024,0.15,0.114,FALSE
8.37,765,196,0.02,0.15,0.114,FALSE
8.38,765,196,0.022,0.15,0.116,FALSE
8.37,765,196,0.02,0.15,0.114,FALSE
8.37,765,196,0.02,0.15,0.114,FALSE
8.37,765,196,0.019,0.15,0.114,FALSE
8.37,765,196,0.02,0.15,0.114,FALSE
8.37,765,196,0.019,0.15,0.114,FALSE
8.37,765,196,0.02,0.15,0.114,FALSE
8.38,765,196,0.02,0.15,0.114,FALSE
8.38,765,196,0.019,0.15,0.113,FALSE
8.37,765,196,0.02,0.15,0.114,FALSE
8.38,763,196,0.019,0.15,0.113,FALSE
8.37,765,196,0.02,0.15,0.114,FALSE
8.37,765,196,0.019,0.15,0.113,FALSE
8.37,765,196,0.02,0.15,0.111,FALSE
8.37,765,196,0.02,0.15,0.113,FALSE
8.37,765,196,0.019,0.15,0.113,FALSE
8.36,764,196,0.02,0.15,0.113,FALSE
8.36,764,196,0.021,0.15,0.113,FALSE
8.36,765,196,0.02,0.15,0.111,FALSE
8.36,765,196,0.02,0.15,0.111,FALSE
8.36,765,196,0.02,0.15,0.111,FALSE
8.36,765,196,0.02,0.14,0.111,FALSE
8.36,765,196,0.019,0.14,0.113,FALSE
8.36,765,196,0.02,0.14,0.111,FALSE
8.35,765,196,0.02,0.14,0.111,FALSE
8.34,765,196,0.02,0.14,0.111,FALSE
8.34,766,196,0.02,0.15,0.111,FALSE
8.34,765,196,0.02,0.15,0.111,FALSE
8.34,765,196,0.019,0.15,0.11,FALSE
8.34,766,196,0.019,0.15,0.111,FALSE
8.34,765,195,0.026,0.15,0.11,FALSE
8.34,765,196,0.019,0.15,0.111,FALSE
8.34,766,196,0.019,0.15,0.11,FALSE
8.33,765,196,0.02,0.15,0.11,FALSE
8.33,765,196,0.019,0.15,0.111,FALSE
8.32,766,196,0.019,0.15,0.11,FALSE
8.32,765,196,0.019,0.15,0.11,FALSE
8.32,766,196,0.019,0.15,0.11,FALSE
8.32,766,196,0.019,0.15,0.11,FALSE
8.32,765,196,0.02,0.15,0.11,FALSE
8.32,765,196,0.02,0.15,0.11,FALSE
8.32,765,196,0.02,0.15,0.11,FALSE
8.32,765,196,0.02,0.15,0.11,FALSE
8.32,765,196,0.02,0.15,0.11,FALSE
8.31,766,196,0.02,0.15,0.109,FALSE
8.32,766,196,0.02,0.15,0.11,FALSE
8.32,765,196,0.02,0.15,0.109,FALSE
8.31,766,196,0.02,0.15,0.109,FALSE
8.31,765,196,0.02,0.14,0.109,FALSE
8.31,765,196,0.02,0.14,0.109,FALSE
8.31,765,196,0.02,0.15,0.109,FALSE
8.3,765,196,0.019,0.14,0.109,FALSE
8.3,766,196,0.02,0.14,0.109,FALSE
8.3,765,196,0.02,0.14,0.109,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.3,765,196,0.02,0.14,0.107,FALSE
8.31,765,196,0.02,0.14,0.106,FALSE
8.31,765,196,0.02,0.14,0.106,FALSE
8.31,765,196,0.02,0.15,0.106,FALSE
8.3,765,195,0.02,0.15,0.106,FALSE
8.31,765,196,0.02,0.15,0.106,FALSE
8.3,764,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.021,0.15,0.106,FALSE
8.32,765,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.019,0.15,0.106,FALSE
8.32,764,196,0.019,0.15,0.106,FALSE
8.32,764,196,0.019,0.15,0.106,FALSE
8.32,765,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.02,0.15,0.106,FALSE
8.32,765,196,0.019,0.15,0.106,FALSE
8.33,763,196,0.02,0.15,0.105,FALSE
8.33,764,195,0.02,0.15,0.105,FALSE
8.34,764,196,0.019,0.15,0.105,FALSE
8.34,764,196,0.02,0.15,0.105,FALSE
8.34,763,196,0.02,0.15,0.105,FALSE
8.34,764,196,0.019,0.15,0.103,FALSE
8.34,764,196,0.019,0.15,0.105,FALSE
8.34,764,196,0.019,0.15,0.103,FALSE
8.34,762,196,0.021,0.15,0.103,FALSE
8.35,763,196,0.019,0.15,0.103,FALSE
8.34,763,195,0.019,0.15,0.103,FALSE
8.34,763,196,0.02,0.15,0.103,FALSE
8.35,763,196,0.019,0.15,0.103,FALSE
8.36,764,196,0.02,0.15,0.103,FALSE
8.36,763,196,0.019,0.15,0.103,FALSE
8.35,763,196,0.019,0.15,0.103,FALSE
8.35,762,196,0.019,0.15,0.103,FALSE
8.35,763,196,0.019,0.15,0.103,FALSE
8.36,762,196,0.019,0.15,0.103,FALSE
8.36,763,194,0.019,0.15,0.103,FALSE
8.35,763,192,0.019,0.15,0.103,FALSE
8.35,762,192,0.019,0.15,0.103,FALSE
8.36,763,192,0.019,0.15,0.103,FALSE
8.36,763,192,0.019,0.15,0.105,FALSE
8.35,763,192,0.019,0.15,0.103,FALSE
8.34,764,192,0.019,0.15,0.103,FALSE
8.35,764,192,0.019,0.15,0.105,FALSE
8.34,763,192,0.019,0.15,0.105,FALSE
8.34,765,192,0.019,0.15,0.103,FALSE
8.34,764,192,0.019,0.15,0.105,FALSE
8.34,763,192,0.019,0.15,0.105,FALSE
8.34,764,192,0.019,0.16,0.105,FALSE
8.34,765,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.16,0.105,FALSE
8.34,764,192,0.019,0.16,0.105,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,762,192,0.019,0.16,0.103,FALSE
8.34,763,192,0.019,0.15,0.103,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,763,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,763,192,0.02,0.16,0.103,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,763,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.15,0.103,FALSE
8.34,763,192,0.019,0.16,0.103,FALSE
8.34,764,192,0.019,0.15,0.103,FALSE
8.34,763,192,0.019,0.15,0.103,FALSE
8.34,764,192,0.018,0.15,0.103,FALSE
8.34,764,192,0.019,0.15,0.103,FALSE
8.34,763,192,0.018,0.15,0.103,FALSE
8.34,764,192,0.019,0.15,0.103,FALSE
8.34,764,192,0.019,0.15,0.103,FALSE
8.33,764,192,0.019,0.15,0.103,FALSE
8.33,765,192,0.019,0.15,0.105,FALSE
8.33,765,192,0.019,0.15,0.105,FALSE
8.32,765,192,0.019,0.15,0.105,FALSE
8.32,764,192,0.019,0.16,0.105,FALSE
8.32,764,192,0.019,0.16,0.105,FALSE
8.32,764,192,0.019,0.16,0.105,FALSE
8.32,765,192,0.019,0.16,0.105,FALSE
8.32,764,192,0.019,0.16,0.106,FALSE
8.32,765,192,0.019,0.16,0.106,FALSE
8.32,765,192,0.019,0.16,0.106,FALSE
8.31,764,192,0.019,0.16,0.106,FALSE
8.31,763,192,0.019,0.16,0.106,FALSE
8.3,765,192,0.021,0.16,0.106,FALSE
8.3,765,192,0.021,0.16,0.106,FALSE
8.3,765,192,0.019,0.16,0.106,FALSE
8.3,764,192,0.019,0.16,0.106,FALSE
8.3,765,192,0.019,0.16,0.106,FALSE
8.3,765,192,0.019,0.16,0.106,FALSE
8.3,765,192,0.019,0.16,0.106,FALSE
8.3,765,192,0.02,0.16,0.106,FALSE
8.3,765,192,0.02,0.16,0.106,FALSE
8.3,765,192,0.018,0.16,0.106,FALSE
8.3,765,192,0.018,0.16,0.106,FALSE
8.3,765,192,0.019,0.16,0.106,FALSE
8.3,765,192,0.018,0.16,0.106,FALSE
8.31,764,192,0.018,0.16,0.106,FALSE
8.31,765,192,0.018,0.16,0.106,FALSE
8.3,765,192,0.018,0.16,0.106,FALSE
8.3,765,192,0.018,0.15,0.106,FALSE
8.31,765,192,0.018,0.15,0.106,FALSE
8.3,763,192,0.018,0.15,0.106,FALSE
8.31,765,192,0.018,0.15,0.106,FALSE
8.31,765,192,0.018,0.15,0.106,FALSE
8.32,765,192,0.018,0.15,0.106,FALSE
8.31,764,192,0.018,0.15,0.106,FALSE
8.32,765,192,0.018,0.15,0.106,FALSE
8.32,764,192,0.019,0.15,0.106,FALSE
8.32,764,192,0.019,0.15,0.106,FALSE
8.32,765,192,0.019,0.15,0.106,FALSE
8.32,765,192,0.018,0.16,0.106,FALSE
8.32,765,192,0.018,0.16,0.106,FALSE
8.32,765,192,0.019,0.16,0.106,FALSE
8.32,765,192,0.018,0.16,0.106,FALSE
8.32,765,192,0.019,0.16,0.107,FALSE
8.32,765,192,0.019,0.16,0.107,FALSE
8.32,765,192,0.018,0.16,0.107,FALSE
8.32,765,192,0.018,0.16,0.106,FALSE
8.32,765,188,0.018,0.16,0.107,FALSE
8.32,765,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.019,0.16,0.107,FALSE
8.32,765,192,0.018,0.16,0.107,FALSE
8.32,765,188,0.019,0.16,0.107,FALSE
8.32,765,192,0.019,0.16,0.107,FALSE
8.31,765,192,0.018,0.16,0.107,FALSE
8.32,765,188,0.019,0.16,0.109,FALSE
8.32,765,188,0.019,0.16,0.107,FALSE
8.32,765,192,0.019,0.16,0.109,FALSE
8.32,764,192,0.019,0.16,0.107,FALSE
8.32,765,192,0.019,0.16,0.109,FALSE
8.32,765,192,0.019,0.16,0.109,FALSE
8.31,765,192,0.019,0.16,0.109,FALSE
8.31,765,192,0.019,0.16,0.109,FALSE
8.32,764,192,0.019,0.16,0.109,FALSE
8.31,765,192,0.018,0.16,0.109,FALSE
8.31,765,188,0.019,0.16,0.107,FALSE
8.31,765,188,0.018,0.16,0.109,FALSE
8.32,765,188,0.031,0.16,0.109,FALSE
8.32,765,188,0.018,0.16,0.109,FALSE
8.32,765,188,0.018,0.16,0.109,FALSE
8.32,764,188,0.018,0.16,0.109,FALSE
8.32,765,188,0.019,0.16,0.109,FALSE
8.32,765,188,0.018,0.16,0.109,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.109,FALSE
8.32,765,188,0.018,0.16,0.109,FALSE
8.32,764,188,0.018,0.16,0.109,FALSE
8.32,765,188,0.019,0.16,0.109,FALSE
8.32,765,188,0.019,0.16,0.109,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.33,765,189,0.018,0.16,0.109,FALSE
8.33,765,188,0.018,0.16,0.109,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.33,765,188,0.018,0.16,0.11,FALSE
8.33,765,188,0.018,0.16,0.11,FALSE
8.33,765,188,0.018,0.16,0.109,FALSE
8.33,765,188,0.018,0.16,0.109,FALSE
8.32,764,188,0.018,0.16,0.11,FALSE
8.33,764,188,0.018,0.16,0.11,FALSE
8.33,765,188,0.019,0.16,0.11,FALSE
8.32,765,189,0.019,0.16,0.11,FALSE
8.33,765,188,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.33,765,188,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.33,765,188,0.018,0.16,0.11,FALSE
8.33,765,188,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.32,765,189,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.32,764,189,0.018,0.16,0.11,FALSE
8.32,765,188,0.019,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.31,765,188,0.018,0.16,0.11,FALSE
8.32,765,188,0.018,0.16,0.11,FALSE
8.32,766,188,0.018,0.16,0.11,FALSE
8.31,765,188,0.018,0.16,0.11,FALSE
8.3,765,188,0.018,0.16,0.11,FALSE
8.31,765,189,0.019,0.15,0.11,FALSE
8.3,765,188,0.018,0.15,0.11,FALSE
8.3,765,188,0.019,0.16,0.11,FALSE
8.3,765,188,0.019,0.15,0.11,FALSE
8.3,765,188,0.019,0.16,0.11,FALSE
8.3,765,188,0.018,0.16,0.11,FALSE
8.3,764,188,0.018,0.16,0.11,FALSE
8.3,765,188,0.018,0.16,0.11,FALSE
8.3,765,188,0.018,0.16,0.11,FALSE
8.3,765,188,0.018,0.16,0.11,FALSE
8.3,765,188,0.018,0.16,0.11,FALSE
8.29,765,188,0.018,0.16,0.11,FALSE
8.29,765,188,0.018,0.16,0.11,FALSE
8.3,765,188,0.018,0.16,0.11,FALSE
8.28,765,188,0.019,0.16,0.11,FALSE
8.29,766,188,0.018,0.16,0.11,FALSE
8.28,765,188,0.018,0.16,0.11,FALSE
8.28,765,188,0.018,0.16,0.11,FALSE
8.28,765,188,0.018,0.16,0.11,FALSE
8.29,765,188,0.018,0.16,0.11,FALSE
8.28,766,188,0.018,0.16,0.11,FALSE
8.29,766,188,0.018,0.16,0.11,FALSE
8.28,765,192,0.018,0.16,0.11,FALSE
8.28,765,192,0.019,0.16,0.11,FALSE
8.28,765,192,0.019,0.16,0.11,FALSE
8.29,764,192,0.018,0.16,0.11,FALSE
8.29,765,192,0.02,0.16,0.11,FALSE
8.28,765,192,0.019,0.16,0.11,FALSE
8.28,765,192,0.018,0.16,0.11,FALSE
8.29,765,192,0.018,0.16,0.11,FALSE
8.29,765,192,0.018,0.16,0.11,FALSE
8.28,765,192,0.018,0.16,0.11,FALSE
8.29,765,192,0.018,0.16,0.11,FALSE
8.28,765,192,0.018,0.16,0.11,FALSE
8.29,765,192,0.018,0.16,0.11,FALSE
8.28,765,192,0.019,0.16,0.11,FALSE
8.29,765,192,0.018,0.15,0.11,FALSE
8.28,765,192,0.018,0.15,0.11,FALSE
8.28,765,192,0.018,0.16,0.11,FALSE
8.28,765,192,0.018,0.16,0.11,FALSE
8.28,765,192,0.019,0.16,0.11,FALSE
8.29,765,192,0.019,0.16,0.11,FALSE
8.29,765,192,0.018,0.16,0.11,FALSE
8.28,765,192,0.018,0.16,0.11,FALSE
8.29,765,192,0.018,0.16,0.11,FALSE
8.3,765,192,0.018,0.16,0.11,FALSE
8.29,765,192,0.018,0.16,0.107,FALSE
8.29,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.019,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.11,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,764,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.107,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.11,FALSE
8.3,764,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.11,FALSE
8.3,764,192,0.018,0.16,0.11,FALSE
8.3,765,192,0.018,0.16,0.107,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.018,0.16,0.109,FALSE
8.3,765,192,0.017,0.16,0.109,FALSE
8.3,764,192,0.018,0.16,0.107,FALSE
8.3,765,192,0.018,0.16,0.11,FALSE
8.31,765,192,0.017,0.16,0.11,FALSE
8.31,765,192,0.018,0.16,0.11,FALSE
8.31,765,192,0.018,0.16,0.11,FALSE
8.3,765,192,0.018,0.16,0.11,FALSE
8.3,765,192,0.018,0.16,0.11,FALSE
8.32,764,192,0.017,0.16,0.109,FALSE
8.32,765,192,0.018,0.16,0.109,FALSE
8.32,764,192,0.018,0.16,0.109,FALSE
8.32,765,192,0.018,0.16,0.109,FALSE
8.32,763,192,0.018,0.16,0.109,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,765,192,0.018,0.16,0.109,FALSE
8.32,764,192,0.018,0.15,0.109,FALSE
8.33,764,192,0.018,0.15,0.109,FALSE
8.33,764,192,0.018,0.15,0.109,FALSE
8.33,765,192,0.017,0.16,0.107,FALSE
8.34,764,192,0.018,0.16,0.107,FALSE
8.34,764,192,0.018,0.16,0.107,FALSE
8.34,764,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,764,192,0.018,0.16,0.107,FALSE
8.35,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.019,0.16,0.107,FALSE
8.34,764,192,0.019,0.16,0.109,FALSE
8.34,764,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.34,762,192,0.018,0.16,0.107,FALSE
8.34,763,192,0.018,0.16,0.106,FALSE
8.34,764,192,0.018,0.16,0.107,FALSE
8.34,764,192,0.018,0.16,0.107,FALSE
8.33,764,192,0.018,0.16,0.107,FALSE
8.34,764,192,0.018,0.16,0.106,FALSE
8.34,763,192,0.018,0.16,0.107,FALSE
8.33,763,192,0.018,0.16,0.107,FALSE
8.33,763,192,0.018,0.16,0.106,FALSE
8.32,764,192,0.018,0.16,0.106,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,763,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.018,0.15,0.107,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,764,192,0.018,0.16,0.107,FALSE
8.32,765,192,0.018,0.15,0.107,FALSE
8.32,764,192,0.019,0.16,0.107,FALSE
8.33,763,192,0.018,0.16,0.107,FALSE
8.33,764,192,0.018,0.16,0.109,FALSE
8.33,764,192,0.018,0.16,0.109,FALSE
8.33,764,192,0.018,0.16,0.107,FALSE
8.33,764,192,0.018,0.16,0.109,FALSE
8.32,763,192,0.018,0.16,0.109,FALSE
8.34,764,192,0.018,0.16,0.109,FALSE
8.34,764,192,0.018,0.16,0.109,FALSE
8.33,764,192,0.018,0.16,0.109,FALSE
8.33,762,192,0.018,0.16,0.109,FALSE
8.34,764,192,0.018,0.16,0.109,FALSE
8.34,764,192,0.018,0.16,0.11,FALSE
8.34,763,192,0.018,0.16,0.109,FALSE
